"","gender","index_immigration_status","home_possessions","cultural_possessions","home_edu_resources","escs","video_games","sport_after_school","read_books","internet_social","meet_friends","study_before_school","study_after_school","learning_time_math","learning_time_lang","learning_time_science","disciplinari_climate","subjective_well_being","enjoy_science","interest_broad_science","intrum_motiv_science","motivat","test_anxiety","education_parents_medium","education_parents_high","pv5math"
"2582",0,1,28837,-0.831,-0.5343,-1.0277,0,0,0,1,1,0,1,1.66666666666667,2.5,0.5,-0.6353,-1.0727,-0.576,-1.2668,-0.7778,-1.4159,0.0274,1,0,364.272
"2583",0,1,43367,0.2737,1.1563,-0.3491,1,1,0,1,1,0,1,1.66666666666667,2.5,0.5,-0.5148,0.3588,1.1249,-0.3744,0.3708,-1.3192,-0.6788,1,0,447.435
"2585",0,1,29825,-0.1523,-0.1108,-0.4335,0,1,1,1,1,1,1,1.66666666666667,2.5,0.0166666666666667,1.3185,0.6642,0.5094,0.2913,-0.5375,-0.4495,-0.4671,1,0,611.83
"2589",0,1,31675,-0.5975,-0.6303,-0.9235,0,1,0,1,1,0,0,1.66666666666667,2.5,0.5,0.9373,0.1052,-0.7676,-0.7097,-0.6114,-1.24,1.3578,1,0,511.74
"2593",0,1,33091,-0.3696,1.1563,-1.0553,0,0,0,1,1,0,1,1.66666666666667,3.33333333333333,0.0166666666666667,-0.7185,1.5043,-2.1154,-1.2668,0.3708,-1.0351,-1.3753,1,0,520.856
"2595",0,1,34894,0.2737,-0.1108,-0.7018,0,0,0,1,1,1,1,1.66666666666667,2.5,0.866666666666667,0.0039,0.9357,0.5094,-0.0034,0.3708,0.1717,-0.9464,1,0,487.319
"2596",0,1,34641,-0.7039,-0.1108,0.4377,1,0,0,1,1,0,1,1.66666666666667,2.5,0.75,-0.3164,0.0951,-1.4333,-1.0606,0.3708,-0.5086,-1.0327,0,1,449.373
"2606",1,1,34041,0.0636,-0.1108,-0.1133,1,1,0,1,1,0,1,1.66666666666667,2.5,0.0166666666666667,-0.7439,0.9357,-0.2546,1.6345,0.0125,-0.1519,-0.9377,1,0,574.263
"2608",1,1,21281,-1.6287,-2.1544,-1.5927,0,0,0,1,0,0,0,0,0,0.0166666666666667,-0.7132,-0.9693,0.1559,-0.4425,-0.3035,-0.3003,-1.4251,1,0,439.945
"2609",1,1,26784,-0.356,-1.4299,-1.8492,1,1,0,1,1,1,0,3.33333333333333,5,0.35,-0.6641,-0.6837,0.8061,0.5305,0.3708,0.2296,1.3538,0,0,431.217
"2610",1,1,34861,-0.2598,1.0727,-1.4365,1,1,0,1,1,1,1,4,6,0.416666666666667,0.2299,0.6642,0.5094,0.4707,-0.7778,0.4631,1.2918,0,0,392.64
"2612",1,1,40295,0.3005,1.1563,1.2654,1,0,0,1,1,1,1,3.66666666666667,5.5,0.383333333333333,-0.8189,0.5423,-0.8208,-2.4981,1.7359,1.8543,2.5493,0,1,424.029
"2613",1,1,32668,-0.0144,-0.1108,-0.9675,1,1,0,1,1,1,1,4,4,0.416666666666667,-0.8984,-0.2811,0.125,-0.1287,0.3708,0.4094,-0.1593,1,0,561.913
"2614",1,1,26287,-1.2278,0.0321,-1.1008,1,1,1,0,1,1,1,4,4,0.416666666666667,0.7048,-0.3701,1.0637,0.3416,-0.2874,-0.0056,1.1311,1,0,475.817
"2615",1,1,44506,2.1655,1.1563,0.1618,1,1,1,1,1,1,1,4,6,0.416666666666667,0.7011,2.5915,1.1662,0.7736,1.0218,0.2776,-0.5818,0,1,581.227
"2617",1,1,35050,-0.356,1.1563,-1.6569,1,0,0,1,1,1,1,4,6,0.416666666666667,0.5529,1.0269,0.0992,1.1786,-0.3035,0.1609,0.0337,0,0,431.439
"2618",1,1,33120,0.2162,0.0321,-0.8084,1,1,1,1,0,0,1,4,6,0.416666666666667,-0.8184,0.1157,0.8931,1.1786,1.0388,0.8101,-0.478,1,0,419.058
"2620",1,1,35453,-0.2031,-0.6281,-0.1916,1,0,0,1,1,1,1,4,32,1,1.8837,1.0269,0.8225,2.4511,1.7359,0.8598,0.0845,0,1,449.249
"2621",1,1,51698,0.7777,1.0322,0.9848,0,1,0,0,1,1,0,3.66666666666667,8.25,0.533333333333333,-1.0005,0.6642,-0.4219,-0.1807,-0.0763,-0.4849,0.5209,0,1,445.474
"2624",1,1,41486,-0.1201,-0.6303,-0.6456,1,0,1,1,0,1,1,3.66666666666667,5.5,0.383333333333333,-0.8722,0.6642,1.3705,0.228,1.0218,1.8543,0.5043,1,0,507.948
"2625",1,1,40455,1.0478,-0.1108,0.796,0,1,0,1,1,1,1,4,6,0.416666666666667,0.5529,-0.4838,1.2596,1.1029,1.356,0.4631,-0.7209,0,1,531.545
"2626",1,1,38893,0.3744,-0.1108,-0.3276,1,1,1,1,1,1,1,4,4,0.416666666666667,-1.4227,0.6642,-0.8208,0.3416,-0.8367,0.4094,0.6758,1,0,399.707
"2627",1,1,24354,-1.2278,-0.6303,-1.8847,0,1,0,1,1,1,1,6,6,0.416666666666667,0.2829,1.5043,-2.1154,-0.8991,1.5783,0.0437,-0.567,0,0,448.726
"2632",1,1,37201,0.4793,-0.1108,-0.8133,1,1,0,1,1,0,1,3.33333333333333,5,0.35,-0.0012,0.2067,0.8904,0.5502,0.3708,-0.1756,0.5736,0,0,468.752
"2633",1,1,31987,0.6093,-0.5773,-1.7695,1,0,0,1,1,1,1,3.66666666666667,5.5,0.383333333333333,0.8033,0.0248,-0.1379,0.4759,-0.2152,0.4631,1.1311,0,0,436.496
"2634",1,1,33679,0.6062,-0.1108,0.1214,1,1,1,0,1,1,1,4,6,1,-1.0005,0.1276,0.5094,1.7541,0.3708,-1.5087,1.7952,1,0,490.948
"2635",1,0,29349,0.2834,0.0659,-0.356,1,1,1,1,1,0,1,3.66666666666667,5.5,0.383333333333333,-0.2683,1.0269,0.5094,0.5305,-0.2714,-0.8771,-0.0465,0,1,542.488
"2637",1,1,25275,-1.6287,-1.0509,-0.6627,0,1,0,1,1,1,1,4,6,1.48333333333333,-0.6273,-0.3381,-0.8208,-1.6194,-1.1959,0.075,-0.2039,1,0,485.594
"2638",1,1,26031,-1.6287,1.1563,-0.9656,0,0,0,1,1,0,0,4.58333333333333,5.5,0.933333333333333,-1.0005,-1.6342,-0.119,0.8784,-0.2552,0.0409,1.7952,1,0,601.932
"2639",1,1,34437,-0.522,-0.1108,-0.0781,0,1,0,0,1,1,1,3.66666666666667,5.5,0.933333333333333,0.6605,-0.6837,-0.6148,1.7541,0.3708,-0.1651,-0.308,1,0,699.173
"2640",1,1,41047,-0.2614,1.1563,1.1277,0,1,1,1,1,1,1,3,5,0.416666666666667,0.802,0.4597,0.0388,0.2719,-0.0575,0.1111,0.7993,0,1,557.63
"2641",1,1,37531,0.6093,-1.0509,1.0812,0,0,0,1,0,0,1,3.66666666666667,5.5,1.26666666666667,0.5529,-1.0894,-0.2121,0.408,-0.2152,-0.8771,0.5306,0,1,558.395
"2642",1,1,37598,2.1655,-0.8323,0.7551,0,1,0,1,1,0,1,5.5,5.5,1.15,-0.3809,0.3171,0.5094,0.5305,-0.0575,-0.4495,0.4065,0,1,531.389
"2643",1,1,34381,-0.831,-0.7026,0.2298,1,1,1,1,1,1,1,4,6,1.35,-0.3506,0.7934,0.5094,1.0401,1.2817,0.4631,1.3578,1,0,582.168
"2644",1,1,35217,-0.5975,0.1927,-0.256,1,1,1,1,1,0,1,4,4,0.416666666666667,0.0039,-0.0153,-0.8045,-0.6433,-1.3237,-0.8896,1.1311,1,0,644.358
"2645",1,1,37697,0.6093,1.1563,-0.0202,1,1,0,1,0,1,1,4,6,1,0.8934,0.3171,0.0992,0.408,0.3708,0.8598,-0.0345,1,0,512.37
"2646",1,1,36858,-0.831,1.1563,0.0936,1,1,1,1,1,1,1,0.916666666666667,0,0.0166666666666667,-1.0005,-0.1613,0.9378,0.324,-0.0948,1.8543,-0.6871,1,0,506.434
"2647",1,1,56830,2.1655,1.1563,0.9174,1,1,1,1,1,1,1,4,4,1.23333333333333,0.4046,0.5423,0.5094,0.5305,1.7359,0.9799,-0.0746,1,0,595.262
"2648",1,1,48165,1.0478,1.1563,0.1166,1,1,1,1,1,1,1,4,6,1.23333333333333,1.0438,-0.5753,0.5094,0.6966,1.0728,1.3961,-0.0345,1,0,616.301
"2649",1,1,43232,0.7777,1.1563,-0.0441,0,1,0,0,1,0,0,3,5,0.866666666666667,0.6605,1.0269,0.0388,-0.4991,0.3708,1.0385,-0.1391,1,0,478.369
"2651",1,1,34244,-0.356,1.1563,-0.0852,1,1,0,1,1,1,1,4,4,1.48333333333333,-0.7766,0.6642,0.359,0.2913,0.7648,0.1609,0.1537,1,0,563.488
"2652",1,1,34912,0.0748,-0.1108,0.332,1,1,1,1,1,1,1,3.66666666666667,1.83333333333333,0.933333333333333,-0.3506,-0.3381,0.042,-0.0589,-0.494,-0.4849,-0.308,1,0,560.702
"2653",1,1,35534,0.0768,-0.1108,-0.0584,1,1,0,1,1,0,1,4,6,1.23333333333333,-0.4234,-0.3381,1.0938,0.7428,0.3708,-0.7662,1.3538,1,0,589.089
"2655",1,1,36249,1.0478,-1.1119,0.3811,1,1,1,1,1,0,1,3.66666666666667,5.5,1.15,-0.8722,-1.2321,0.5094,-0.3188,0.3708,0.3377,0.4415,1,0,645.271
"2656",1,1,41983,0.4793,1.1563,0.8522,1,1,0,1,1,0,1,5.5,5.5,1.5,0.0039,0.3549,0.5094,0.9562,0.7429,0.2296,0.6725,0,1,642.257
"2657",1,1,38314,0.7777,1.1563,-0.7828,1,1,1,1,1,1,1,4,6,0.583333333333333,0.2355,-0.3381,0.5094,-0.1239,0.3708,-0.0495,1.3538,1,0,595.294
"2658",1,1,37552,-0.1201,-0.1108,-0.2384,0,0,0,1,1,1,1,2.75,3.66666666666667,1.15,0.5529,0.9646,0.8931,0.4827,1.0218,-0.1651,-0.9377,0,1,681.814
"2659",1,1,36112,-0.831,1.1563,0.1012,1,0,1,1,1,0,1,3.66666666666667,5.5,0.816666666666667,-0.7766,-0.9999,-0.8208,0.4161,-0.2714,-1.0398,0.2594,0,1,462.008
"2661",1,1,39860,0.6093,1.1563,-0.3313,1,1,0,1,1,1,1,3.33333333333333,5,0.35,-0.6873,-0.0251,-1.3808,-0.5297,-0.7778,-0.9108,0.2594,1,0,498.264
"2662",1,1,35604,-0.7039,0.0321,1.155,1,1,1,1,1,1,1,3.33333333333333,3.33333333333333,0.35,0.0039,1.0269,-0.4593,0.5305,1.7359,-1.3169,-1.0445,0,1,408.129
"2663",1,0,22652,-1.6287,-1.0509,-1.3893,1,0,0,1,1,0,1,3.66666666666667,5.5,1.15,-0.8504,-0.0972,0.5094,-1.3032,0.3708,-0.4849,0.3418,0,0,472.287
"2664",1,1,42144,1.0478,1.1563,0.2052,1,1,0,1,1,1,1,3,2.25,0.316666666666667,-0.4234,0.9646,0.0956,0.7129,-0.2714,-0.4495,0.7882,1,0,450.419
"2665",1,1,33181,-0.4343,1.1563,-0.3928,0,1,1,1,1,1,1,3.33333333333333,5,0.633333333333333,-0.1502,-0.4865,-0.7639,-0.3744,-0.2392,-1.1296,-0.0746,1,0,352.736
"2666",1,1,31969,-0.2107,-0.0892,0.1412,1,1,1,1,1,1,1,4.16666666666667,4.16666666666667,0.35,-0.2433,-0.4838,0.5094,0.5305,0.3708,-0.4363,0.3964,1,0,519.219
"2667",1,1,31625,-1.2278,1.1563,-1.5348,1,1,0,1,1,0,0,3.33333333333333,4.16666666666667,0.35,-0.8504,-0.9909,-0.2145,-2.4981,-0.2152,-0.7662,0.2495,0,0,408.205
"2668",1,1,34475,-0.7273,1.1563,-0.9961,0,1,1,0,1,0,1,3.33333333333333,4.16666666666667,0.35,0.8351,-0.4725,0.5094,0.9042,1.1151,0.4631,-0.0374,0,0,625.769
"2669",1,0,50,-1.6287,-4.3706,-4.4318,1,1,0,1,1,1,0,5,6.66666666666667,0.5,1.8837,-1.1955,-0.1379,0.4348,-0.2392,-3.0877,-2.505,0,1,484.312
"2670",1,1,27120,-1.6287,1.1563,-1.7417,1,1,0,1,1,0,0,3.66666666666667,5.5,0.383333333333333,-0.7439,-0.5608,-2.1154,-2.4981,-1.9301,-1.4453,0.0647,0,0,307.172
"2671",0,1,34309,-0.1338,-0.1108,-1.5188,0,0,0,0,0,1,1,2.66666666666667,2.66666666666667,0.266666666666667,-0.2683,-0.8527,0.5094,0.7736,-1.3072,0.4631,1.3538,0,0,450.373
"2672",0,1,33695,-0.4343,-0.1108,-1.2117,0,0,1,1,1,0,1,3.33333333333333,5,1.08333333333333,-0.8747,2.5915,0.5094,1.0609,0.0574,-1.5087,0.63,0,0,474.216
"2673",0,1,36811,-0.1201,0.1927,-0.5281,0,0,1,1,1,0,1,3.33333333333333,3.33333333333333,1.08333333333333,-0.3506,-0.0621,0.5094,-0.0034,0.5159,0.1609,-0.0746,1,0,582.399
"2674",1,1,34125,-0.831,-0.1108,-0.3788,1,1,0,1,1,0,1,3,3,0.316666666666667,0.0039,0.2947,-0.1379,0.6584,0.3708,-0.1651,0.5209,1,0,504.818
"2675",1,1,33673,-0.2818,-0.1108,0.4848,0,1,0,1,1,0,1,3.33333333333333,5,1.08333333333333,-1.3831,-0.6079,-0.1522,-2.4981,0.3708,1.3961,1.288,0,1,515.498
"2676",1,1,32603,-0.4343,1.1563,-0.5567,1,1,1,1,1,1,1,3.33333333333333,3.33333333333333,1.08333333333333,0.0039,0.1052,-0.1945,0.1042,-0.3438,-0.5996,0.1441,1,0,574.004
"2677",1,0,50484,0.6062,1.1563,0.2228,1,0,0,1,0,0,1,4.16666666666667,5,0.35,-1.0005,-0.0621,0.5094,0.5305,0.3708,0.1246,1.0016,1,0,406.626
"2678",1,1,33019,0.2737,-0.1108,-0.8121,0,0,1,1,1,0,1,4.16666666666667,5,0.35,-0.7211,0.0248,0.125,0.1377,0.3708,-0.4849,-0.5224,1,0,599.757
"2679",1,1,40368,2.1655,1.1563,-0.3126,0,1,1,1,1,1,1,3,3,0.316666666666667,-0.3164,-0.5064,0.125,0.5305,0.3708,-0.1651,1.0016,1,0,490.33
"2680",1,1,34546,-1.2278,-0.1108,0.3722,1,1,0,1,1,1,1,3.33333333333333,3.33333333333333,1.08333333333333,-0.9064,0.2769,-0.4071,-0.0935,0.267,-1.3668,0.1537,0,1,492.863
"2690",0,0,27623,0.0433,-0.1108,-0.8037,1,1,0,1,1,1,1,3,2,0.416666666666667,-0.7943,-0.928,0.4391,0.2719,0.3708,-0.2803,-0.2063,1,0,405.185
"2691",0,0,22410,-0.0971,-1.5262,-0.6317,0,0,0,1,0,1,1,3.33333333333333,5.83333333333333,0.35,0.8351,-0.2981,0.4877,0.0303,-0.0575,-0.7662,0.0274,0,1,335.233
"2693",1,0,24317,0.3005,-1.3821,-0.0037,1,1,0,1,1,1,1,3,7,0.583333333333333,0.6558,-0.7244,-0.1379,0.2349,-0.2552,-0.8771,0.4465,0,1,281.431
"2694",0,1,47385,0.1508,1.1563,1.4227,1,1,0,1,1,1,0,2.5,3.33333333333333,0.35,-0.4491,-0.1144,1.1249,0.5164,-0.3035,0.4631,0.3233,0,1,465.523
"2696",0,1,46886,1.0478,1.1563,0.0282,1,1,1,0,1,0,1,2.5,3.33333333333333,0.35,-1.1306,0.4638,0.8225,-0.1558,0.3708,0.4631,0.4065,1,0,425.77
"2697",0,1,32944,-0.4343,1.1563,-0.5669,0,0,0,1,1,1,1,2.5,3.33333333333333,0.35,-0.5154,-0.1144,-1.0127,-0.0369,-0.5375,-0.7662,0.3997,1,0,450.831
"2698",0,1,33912,0.0433,-0.7218,-0.9218,1,0,0,1,1,1,1,2.75,3.66666666666667,0.383333333333333,-0.0454,-0.3531,-2.1154,-0.9308,-0.7778,-1.3169,0.5209,1,0,372.182
"2699",0,1,46027,2.1655,1.1563,0.6785,0,0,1,1,1,1,1,2.75,3.66666666666667,0.383333333333333,-0.7766,0.2947,-2.1154,-0.5052,0.3708,0.1609,2.5493,1,0,482.881
"2700",0,1,38928,2.1655,-0.1108,1.1118,0,1,1,1,1,1,1,2.75,3.66666666666667,0.383333333333333,0.2829,0.6642,0.125,0.8185,-0.3035,-0.8771,0.3233,0,1,532.729
"2701",1,1,48570,0.7777,-0.1108,0.1315,1,0,0,1,1,0,1,2.75,3.66666666666667,0.383333333333333,-1.2094,0.3171,1.0938,-0.3247,-1.0096,0.1111,-1.0445,1,0,563.318
"2702",0,1,49927,2.1655,-0.1108,0.0161,1,1,1,1,1,0,1,3,7,0.416666666666667,-0.3506,0.7555,0.5094,1.6345,0.3708,-0.1756,2.5493,1,0,472.291
"2703",0,1,35552,0.0768,1.1563,0.7006,1,1,1,1,1,0,1,2.75,3.66666666666667,0.383333333333333,-0.0405,-0.3381,-0.6306,-0.2052,-0.7778,-0.4822,1.1338,0,1,495.519
"2704",0,1,39816,0.7777,1.1563,0.9585,0,1,1,1,1,1,1,3,6,0.416666666666667,-0.2683,0.0575,0.0992,0.324,0.3708,-0.1624,0.7993,0,1,480.273
"2706",0,1,30853,0.7777,-1.5522,-0.2304,0,1,1,1,1,1,1,2.75,3.66666666666667,0.383333333333333,-0.1023,0.4438,-0.3464,-0.6484,-0.949,-0.9854,-0.308,1,0,432.241
"2707",0,1,46137,2.1655,1.1563,1.2941,1,1,0,1,1,1,1,3,5,0.416666666666667,0.0039,-1.1062,-0.4318,0.0102,0.0125,-1.2223,-0.0345,0,1,497.659
"2708",0,1,50960,1.0478,1.1563,1.5547,1,1,1,1,1,0,1,2.75,3.66666666666667,0.383333333333333,0.0039,-1.1395,-0.2121,0.3377,-0.248,-0.1756,1.3578,0,1,447.518
"2709",0,1,39664,1.0478,0.0321,0.424,0,1,0,1,1,0,0,2.75,3.66666666666667,0.383333333333333,-2.4162,0.5943,-2.1154,-0.2112,1.7359,-0.1437,1.0832,1,0,377.197
"2710",0,1,39965,2.1655,-0.1108,-0.5568,0,1,1,1,1,1,1,3,4,0.416666666666667,0.8934,-0.082,-0.576,-0.8816,-0.7778,-0.4954,-0.0374,1,0,444.708
"2711",1,1,41581,-0.2598,1.1563,-0.3941,0,0,0,1,1,0,1,3,4,0.416666666666667,-0.2683,-0.4062,-2.1154,-0.6088,0.0125,-0.7662,-0.1042,1,0,533.684
"2712",1,1,44306,1.0478,0.0659,0.173,1,1,1,1,1,0,1,2.75,3.66666666666667,0.533333333333333,-1.0287,-0.378,2.1635,1.3588,0.3708,-0.8234,-0.1334,0,1,501.02
"2713",1,1,31023,-1.6287,-0.7218,0.2511,1,1,0,1,0,1,1,3,7,0.583333333333333,-0.3506,-0.6837,-0.8208,0.5305,-0.7778,-0.8771,0.206,1,0,460.842
"2715",1,1,44721,2.1655,-0.7218,1.1801,1,1,1,1,1,1,1,3,9,0.416666666666667,-1.8465,-0.082,-1.6436,0.1894,0.0125,-0.4849,-0.5874,0,1,401.915
"2717",1,1,42352,1.0478,1.1563,0.2128,1,1,1,1,1,0,1,3,3,0.416666666666667,1.8837,2.5915,0.5094,0.5305,0.3708,0.1395,0.5209,1,0,505.154
"2718",0,1,36812,2.1655,-0.1108,-0.5487,1,0,1,1,1,0,0,2.75,3.66666666666667,0.383333333333333,0.4006,-0.1985,0.5094,-0.8083,-1.9301,-1.1822,-0.0374,1,0,389.081
"2719",0,1,36964,-1.2278,1.1563,0.4074,0,0,0,1,1,0,0,2.75,3.66666666666667,0.383333333333333,-0.2336,0.6642,-0.8208,-2.4981,-0.7778,-1.3169,0.5209,1,0,539.158
"2720",1,1,53161,2.1655,1.1563,0.8943,1,1,0,1,1,0,1,3,7,0.416666666666667,-0.3506,-0.3381,-2.1154,-0.1791,-1.9301,-0.1651,0.5209,0,1,537.859
"2721",0,1,35023,-0.0144,-0.5343,-1.4099,0,0,0,1,1,1,1,4,4,0.583333333333333,0.6241,-1.1812,0.5094,0.9736,0.3708,0.8101,1.0016,0,0,554.42
"2722",1,1,40153,0.1508,-0.6303,0.1113,1,0,0,0,1,1,0,5,4,0.583333333333333,0.1099,-0.6196,-0.6306,0.5392,1.2423,1.8543,0.803,1,0,542.587
"2723",0,1,38570,0.6062,-0.7218,1.1813,0,1,1,1,1,0,0,1.66666666666667,1.66666666666667,0.0166666666666667,-0.4922,-1.7673,-0.524,0.8104,-0.2392,-0.0468,2.5493,0,1,617.531
"2725",0,1,36954,-0.2598,-0.7026,0.812,0,0,1,1,0,1,1,3.33333333333333,2.5,0.35,-1.6054,-0.4838,0.5094,-0.4601,-0.7778,-0.8771,1.9474,0,1,613.047
"2727",0,1,39493,0.3744,-0.1108,-0.0369,0,1,0,1,1,1,1,5,7,0.416666666666667,0.5529,0.7244,1.1662,1.1561,1.7359,0.4631,1.3418,1,0,562.981
"2728",0,1,28268,-0.831,-0.6303,-0.9226,1,0,0,1,1,1,1,5,4,0.416666666666667,1.1892,0.2947,0.6151,0.2482,0.3708,-0.2111,0.114,1,0,553.733
"2729",0,1,39934,0.0768,-0.7218,1.1282,0,1,1,1,1,1,1,5,4,0.416666666666667,-0.3164,-0.8913,-0.0731,0.7736,-0.0948,-1.1706,1.7952,0,1,460.268
"2730",1,1,29697,-0.5975,1.1563,-0.5065,1,1,0,1,1,1,1,5,4,0.416666666666667,-0.7185,0.0499,0.5094,1.1786,0.3708,0.8598,1.7184,0,1,551.983
"2731",1,1,38025,-0.1201,1.1563,0.5621,0,1,0,1,1,1,1,5,4,0.416666666666667,-0.4234,0.0248,0.125,0.8168,0.3708,0.1218,-0.6788,0,1,562.708
"2732",1,1,37437,-0.356,1.1563,0.6231,1,1,1,1,1,0,1,5,4,0.716666666666667,0.6558,0.2774,1.1114,1.4193,1.7359,1.0385,-0.0746,0,1,661.455
"2733",1,1,39847,0.7777,1.1563,0.567,1,0,0,1,0,1,1,3.33333333333333,3.33333333333333,0.633333333333333,-0.1502,-0.2216,0.5094,0.7736,-0.2874,0.4631,0.2594,0,1,656.782
"2734",1,1,29530,-1.6287,1.1563,-1.6325,0,1,0,1,1,1,1,4,4,0.716666666666667,1.0438,1.5043,2.1635,0.3411,1.7359,0.1111,-0.7153,0,0,594.888
"2735",1,1,35785,0.0768,-0.1108,0.8104,1,0,1,1,1,1,1,5,4,0.416666666666667,0.2884,1.0269,-0.3793,-0.1178,-0.5375,-0.8771,1.1311,0,1,563.352
"2736",1,1,47524,0.7777,-0.1108,0.341,1,1,1,0,1,0,1,5,4,0.416666666666667,-0.3506,-0.4838,1.4062,0.6026,1.2817,-0.1624,-0.308,1,0,603.879
"2737",1,1,38102,0.6093,-0.7218,0.7116,0,0,0,0,0,0,1,5,4,0.416666666666667,0.2343,-1.7916,-0.1945,0.7736,1.356,1.8543,1.1529,0,1,563.164
"2738",1,1,40174,1.0478,1.1563,-0.3012,1,1,1,1,1,1,1,4,4,0.716666666666667,0.6605,-0.2663,-0.1379,1.234,0.8545,0.4631,-0.2644,1,0,706.989
"2739",1,1,35944,1.034,1.1563,1.0022,1,1,0,1,1,1,1,5,4,0.716666666666667,-0.3506,0.514,1.2596,1.6345,-0.1987,-0.1651,1.2918,0,1,580.569
"2740",1,1,41565,0.1508,1.1563,1.0435,1,0,0,1,1,0,1,4,4,0.866666666666667,1.0438,-0.6334,-0.119,1.7635,-0.3035,-0.4849,-0.5306,0,1,608.64
"2741",1,1,49403,0.7777,1.1563,1.0217,1,1,1,1,0,1,1,4,4,0.416666666666667,0.2829,-0.5917,1.1662,1.0687,0.9798,1.0566,2.5493,0,1,482.317
"2742",1,1,37617,-0.6174,1.1563,-0.5398,1,1,0,0,0,0,0,5,4,0.416666666666667,0.8934,2.5915,-0.1379,0.7512,0.3708,-0.4849,0.5209,1,0,668.856
"2744",0,1,36716,0.0045,-0.1108,0.233,1,0,1,1,0,0,1,7,4,0.583333333333333,0.5529,-0.3381,-0.1945,-0.2052,-0.3035,-0.7235,0.8459,1,0,679.686
"2745",1,1,41260,0.3005,1.1563,0.9496,1,1,0,1,1,0,1,5,4,0.583333333333333,1.1892,0.6642,0.5094,0.8104,1.7359,0.2296,0.2158,0,1,643.354
"2746",1,1,46982,0.7777,1.1563,1.0979,1,1,0,1,1,1,1,4,4,0.866666666666667,-0.8722,0.3171,0.1458,0.324,-0.3035,0.4631,0.2594,0,1,652.512
"2748",0,0,33000,0.1508,0.0321,-0.7095,0,0,0,0,0,1,1,5,3,0.416666666666667,1.8837,-1.2678,2.1635,1.3588,1.7359,0.8598,1.0746,1,0,584.653
"2749",0,1,43911,1.0478,-0.1108,1.1297,0,0,0,1,1,1,0,5,7,0.416666666666667,-0.6051,-0.7862,-2.1154,-0.8083,1.7359,1.8543,2.5493,0,1,489.079
"2750",1,1,40628,0.0058,-0.1108,1.2157,1,1,0,1,1,1,1,16.5,16.5,2.16666666666667,0.3527,0.5099,2.1635,0.2212,-1.9301,-1.4601,0.1266,0,1,577.242
"2751",0,1,31105,-0.8341,-0.7026,-0.3637,1,0,1,1,1,0,0,3.66666666666667,5.5,0.383333333333333,-0.0405,-0.8021,-1.2991,0.3685,0.3708,-0.5996,0.9908,1,0,430.515
"2752",0,1,42113,1.0478,0.0321,-0.0708,0,1,1,1,1,1,1,4,7,0.416666666666667,-2.4162,0.3171,0.475,-0.4651,1.7359,1.8543,2.5493,0,1,271.983
"2753",1,1,26546,-0.831,-1.0509,-1.05,1,0,0,1,1,0,0,3.66666666666667,5.5,0.383333333333333,-0.8722,-0.4045,-0.4049,0.0428,-1.2349,-0.9566,-1.5176,1,0,389.85
"2754",1,1,34847,-0.0652,-0.1108,0.0197,1,1,0,0,1,0,0,4,6,0.416666666666667,-0.5177,1.5043,0.0992,1.1561,1.356,0.5387,-0.9377,1,0,562.935
"2755",1,1,26839,-0.0971,-1.0364,-0.6466,0,0,0,1,1,0,0,4,7,0.416666666666667,-1.6454,0.4597,0.5094,-0.2786,-1.0511,-1.5301,-0.2098,1,0,419.941
"2756",0,1,30745,-1.6287,-1.0272,-1.6498,1,0,0,1,0,0,0,3.66666666666667,5.5,0.383333333333333,-0.32,-1.0894,0.2998,-0.4403,0.3708,-0.8771,-0.3138,0,0,401.803
"2757",0,1,37947,0.6093,-0.1108,-0.1536,1,0,1,1,1,1,1,3.66666666666667,3.66666666666667,0.383333333333333,0.5529,-0.7657,-0.197,0.5305,-0.0086,-1.231,0.2594,1,0,358.023
"2758",0,1,23742,-0.831,-1.9024,-1.7212,0,1,1,1,1,1,1,3.66666666666667,5.5,0.383333333333333,-0.32,-0.5199,-0.1379,-0.1178,-1.2276,-1.0278,0.7918,0,0,466.82
"2759",0,1,27794,-1.6287,-0.5343,-1.6756,0,1,0,1,1,0,1,4,7,0.416666666666667,-0.8747,0.1308,-1.7159,-0.172,-0.3438,0.0078,-0.3108,0,0,448.484
"2760",0,1,31633,-0.1523,-0.1108,-1.4725,0,0,0,1,1,1,1,3.66666666666667,5.5,0.383333333333333,0.5529,0.4438,-0.395,-0.9308,-0.1987,0.4631,0.7721,0,0,471.697
"2761",0,1,38780,-0.1892,1.1563,0.5092,0,1,1,1,1,1,1,3.33333333333333,5.83333333333333,0.35,-0.7439,0.4801,0.8931,0.3411,-0.2152,-0.5996,1.0016,0,1,384.441
"2762",0,1,26802,-1.2278,-0.6303,0.141,0,1,0,1,1,1,1,3.66666666666667,6.41666666666667,0.383333333333333,-0.2683,0.3171,-1.0286,-0.3171,0.0125,0.0078,0.206,0,1,504.337
"2763",1,1,37357,0.7777,1.1563,-0.26,1,1,0,1,1,0,1,3.66666666666667,3.66666666666667,0.933333333333333,0.6605,-0.0774,-0.8208,0.1123,-0.709,-0.4646,1.0016,1,0,445.407
"2764",1,1,34858,-0.4343,-0.7218,-0.3208,0,1,0,1,1,1,1,3.66666666666667,3.66666666666667,0.383333333333333,-0.8964,-0.1266,-0.1379,0.3315,1.356,0.515,-0.0345,0,0,521.461
