"","student_id","school_id","pv5math","home_possessions","cultural_possessions","escs","disciplinari_climate","learning_time_math","learning_time_lang","learning_time_science","enjoy_science","interest_broad_science","motivat","test_anxiety","gender","education_parents_medium","education_parents_high","video_games","immigration_status","internet_social","study_before_school","study_after_school","private_independent","school_size","ISCED_orient","certified_teacher_prop","sci_teacher_prop","student_hindering_behav","student_teacher_ratio"
"798",38005604,21,684.522,0.846540307144613,0.3941,1.3342,0.0039,3.33333333333333,5,0.35,1.0323,1.2179,-0.5336,-0.7876,1,0,1,1,1,1,0,0,0,1012,1,0.7479,0.1429,0.6298,17.0084
"799",38001940,21,635.624,-0.962736177848735,-0.4343,-1.6624,-2.4162,3.33333333333333,3.33333333333333,0.35,-0.5781,0.0683,-0.5643,-0.4671,1,0,0,0,0,1,0,0,0,1012,1,0.7479,0.1429,0.6298,17.0084
"800",38019560,21,531.446,-0.318932487580307,0.0058,0.5745,-1.0005,3.33333333333333,3.33333333333333,0.35,-0.3681,-0.3443,0.8598,0.7186,1,0,1,1,1,1,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"801",38017659,21,521.354,0.207650077224942,0.7777,0.6297,-0.7792,3.33333333333333,3.33333333333333,0.35,0.125,0.6966,-0.1624,1.0016,1,0,1,1,1,1,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"802",38010132,21,530.861,1.78276508045472,1.0478,0.8771,-1.0806,3.33333333333333,3.33333333333333,0.75,0.5094,0.5305,0.6611,-0.242,1,0,1,1,1,1,0,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"803",38019258,21,447.702,-1.19942458207738,-0.356,-0.185,-0.5436,3.33333333333333,3.33333333333333,0.75,0.5094,0.438,-0.8771,0.3265,1,1,0,1,1,1,0,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"804",38017400,21,536.901,-1.07125345926555,-0.4343,-0.3457,-0.2683,3.33333333333333,3.33333333333333,0.35,0.8904,-0.1178,0.4631,1.3538,1,0,1,0,0,1,0,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"805",38019175,21,497.424,0.142230862295791,0.2293,-0.6375,-0.2683,3.33333333333333,3.33333333333333,0.35,-1.0555,-0.1178,0.4631,0.1935,1,1,0,0,1,1,0,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"806",38004691,21,585.376,0.47690770433677,0.2293,-0.428,-0.5803,3.33333333333333,3.33333333333333,0.35,-0.3558,0.0012,0.2296,-0.0952,1,1,0,1,1,1,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"807",38017439,21,452.068,1.0440614131646,0.7777,-0.3622,-0.3506,3.33333333333333,3.33333333333333,0.35,-0.5781,-0.1991,0.4239,0.7186,1,1,0,1,0,0,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"808",38006805,21,599.56,2.29208034174863,1.0478,0.6114,-0.6847,3,3,0.316666666666667,0.8061,1.6345,1.8543,-1.1488,1,1,0,1,1,1,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"809",38014550,21,620.152,-0.170405600466483,-0.522,0.6547,-2.4162,3.33333333333333,3.33333333333333,0.35,-0.6148,0.1123,-0.1651,1.7184,1,0,1,1,1,1,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"811",38018749,21,564.383,-1.25108610803001,-0.7273,0.3718,-2.4162,3.33333333333333,3.33333333333333,0.35,-0.3522,-0.7688,-1.6889,-0.3879,1,0,1,1,1,1,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"813",38018115,21,501.941,-0.934518876988736,-0.6174,-1.3864,0.8934,4.58333333333333,2.75,0.0166666666666667,-0.4593,-0.2052,-0.1756,1.181,0,0,0,1,1,1,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"814",38003439,21,497.761,-0.375507473881698,0.0768,-0.7338,-0.8964,3.33333333333333,5,0.35,0.5094,0.1393,-1.4159,-0.6871,0,1,0,0,0,1,0,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"815",38007701,21,583.934,1.29408635262559,2.1655,0.9141,0.2829,3.33333333333333,5,0.35,1.1662,0.0714,0.4631,0.1409,0,0,1,0,1,1,0,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"816",38002523,21,555.461,0.998296039630477,0.6062,-0.5291,0.5529,3.33333333333333,5,0.35,0.5094,1.3588,-0.3263,-0.1433,1,0,0,1,1,1,0,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"817",38008916,21,565.983,0.53951922763806,0.0768,0.2703,-0.4943,3.33333333333333,5,0.35,0.8225,-0.2593,-0.8771,-0.8371,1,1,0,1,1,1,1,1,0,1012,1,0.7479,0.1429,0.6298,17.0084
"818",38009231,22,475.397,0.545836533800747,1.0478,0.2306,0.9828,3,4,0.416666666666667,1.1662,0.5305,0.4631,-0.0374,0,1,0,0,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"819",38008360,22,497.957,0.930069133073465,2.1655,0.6618,1.8837,3,4,0.416666666666667,0.5094,0.4952,0.8598,0.9982,0,1,0,0,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"820",38016788,22,557.305,-0.299559415348069,-0.1892,-1.4681,0.5529,3,4,0.416666666666667,-0.1379,0.0795,-0.1756,0.1441,0,0,0,0,1,1,1,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"821",38004101,22,291.176,0.353930811036477,0.6062,0.3601,0.4046,3,4,0.416666666666667,1.3369,0.1976,-0.0056,0.7186,0,0,1,0,1,1,1,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"822",38018327,22,319.542,-0.407795927602094,-0.831,0.1669,0.8934,3,3,0.416666666666667,0.5094,0.1042,-0.5643,0.2594,0,1,0,1,1,1,1,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"823",38018532,22,539.911,-1.40199953302752,-1.2278,-1.5914,0.7048,3,4,0.416666666666667,0.5094,0.9074,-1.3169,1.057,0,0,0,0,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"825",38009642,22,576.612,-0.513224748228258,-0.7039,-0.7595,1.1892,5,4,0.416666666666667,0.5094,0.4827,-0.8771,-0.0374,0,0,0,0,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"826",38013762,22,560.214,1.62244588850388,2.1655,-0.1466,1.8837,5,4,0.416666666666667,0.5094,0.1186,0.1717,0.7993,0,1,0,1,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"827",38002241,22,487.305,0.643544202450294,0.7777,0.3595,0.1099,6.25,3.75,0.5,0.5094,0.6496,-0.7662,0.5209,0,1,0,1,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"828",38019285,22,552.243,1.06399602372241,0.8068,0.1389,1.8837,5,4,0.416666666666667,0.5094,0.2436,-0.1651,0.206,0,1,0,0,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"829",38011344,22,497.847,-0.921182341756399,-0.6365,-2.2858,0.8351,5,4,0.416666666666667,1.1662,0.3315,-0.7662,1.0016,0,0,0,0,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"831",38016562,22,514.168,-1.01116885842933,-0.1892,0.9925,1.3185,3,4,0.416666666666667,0.4477,1.6345,1.8543,1.1311,1,0,1,1,1,0,1,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"832",38006273,22,471.017,0.0622116509017644,0.7777,0.9429,0.0039,4.16666666666667,3.33333333333333,0.35,0.5094,0.6098,-0.8771,0.0244,1,0,1,1,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"833",38009641,22,525.983,-0.393897854044184,0.3005,-0.1786,1.8837,5,4,0.416666666666667,0.8931,1.0687,-0.1163,0.5306,1,1,0,0,1,1,1,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"834",38007008,22,574.092,1.45959977408797,2.1655,1.3708,1.3751,5,4,0.416666666666667,2.1635,2.4511,1.8543,-0.0997,1,0,1,1,1,1,1,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"835",38016618,22,385.036,0.307603899176778,0.2834,-0.3463,0.0039,5,4,0.416666666666667,-0.8208,-0.2052,-0.756,0.6007,1,1,0,1,1,1,0,0,0,832,0,0.7676,0.2919,1.0383,8.9946
"837",38012844,22,652.485,-0.755107381968446,0.0636,-0.8332,-0.8722,5,4,0.416666666666667,1.1249,0.8721,-0.4954,1.9474,1,1,0,1,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"838",38016500,22,629.046,-0.763951610596207,0.7777,-0.071,0.2884,5,4,0.583333333333333,0.5094,1.0258,0.8598,-0.5752,0,1,0,1,1,0,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"840",38016530,22,471.903,-1.19324766049609,-0.1523,-1.6401,1.8837,4,4,0.583333333333333,2.1635,0.4827,0.4748,0.2822,1,0,0,1,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"841",38015022,22,521.282,0.84962876793526,2.1655,1.211,0.8351,5,4,0.416666666666667,2.1635,0.6026,0.2805,0.7721,0,0,1,1,1,1,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"842",38011843,22,533.202,2.08585539168227,1.0478,1.6608,1.8837,5,4,0.416666666666667,1.1225,1.1786,0.2296,-0.0465,0,0,1,1,1,0,0,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"843",38008864,22,429.044,0.842048000540036,0.0045,0.1428,0.2829,5,4,0.416666666666667,0.5094,0.7736,0.8598,1.1311,0,1,0,1,1,1,1,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"845",38002860,22,581.261,-0.049394091305693,0.6093,0.6657,1.8837,4.58333333333333,3.66666666666667,0.383333333333333,1.0501,0.8185,-0.7662,-0.308,1,0,1,1,1,0,1,1,0,832,0,0.7676,0.2919,1.0383,8.9946
"883",38012132,23,416.963,0.809478777656854,0.2293,0.2314,-0.9827,11,12,1.23333333333333,0.5094,0.7736,-0.1651,0.3964,1,0,1,1,1,1,1,1,0,556,1,0.8467,0.08,0.6298,7.4133
"887",38016812,23,344.407,0.0327308888092285,2.1655,-0.1786,-0.7804,3.33333333333333,2.5,0.35,0.5094,0.7512,-0.4849,1.1199,1,0,1,0,1,0,1,1,0,556,1,0.8467,0.08,0.6298,7.4133
"890",38000997,23,530.913,-0.348413249672843,-0.2818,-1.4602,0.0039,5,4,0.416666666666667,-0.2121,0.5305,-0.6783,0.5209,1,0,0,1,1,1,1,1,0,556,1,0.8467,0.08,0.6298,7.4133
"892",38003831,23,418.892,1.39867286576339,1.0478,0.9622,0.8934,4,6,0.416666666666667,-0.5111,-0.2545,-0.4495,-0.4671,1,0,1,1,1,1,1,1,0,556,1,0.8467,0.08,0.6298,7.4133
"894",38018642,23,531.518,-0.0547287053986281,1.0478,0.0444,-0.2683,4,7,0.416666666666667,-0.8208,-0.4846,0.0303,0.7993,1,0,1,0,1,0,1,0,0,556,1,0.8467,0.08,0.6298,7.4133
"895",38005876,23,648.597,-0.245230582348967,0.0768,0.9244,-0.4491,4,7,0.416666666666667,0.8061,1.6345,0.4631,-0.0345,1,0,1,0,1,1,0,1,0,556,1,0.8467,0.08,0.6298,7.4133
"896",38014945,23,576.099,0.698715342937755,0.3744,1.0268,-1.0005,4,6,0.416666666666667,0.5094,0.6496,-0.4849,1.1311,1,0,1,1,1,1,0,0,0,556,1,0.8467,0.08,0.6298,7.4133
"897",38014018,23,410.579,-0.47251321962428,-0.9969,0.2057,-0.6873,4,6,0.416666666666667,-0.8208,-0.2052,0.1111,1.1199,1,0,1,1,1,1,1,1,0,556,1,0.8467,0.08,0.6298,7.4133
"898",38018632,23,493.041,-2.74477805405184,0.1919,-2.1751,0.2355,5.5,3.66666666666667,1.36666666666667,2.1635,2.4511,1.8543,-0.8801,1,0,0,0,0,0,1,1,0,556,1,0.8467,0.08,0.6298,7.4133
"899",38005387,23,512.674,0.221267381620065,0.5025,-0.2883,-1.4452,4,4,0.0166666666666667,-0.4966,0.5022,-1.164,-2.505,1,1,0,1,1,1,0,0,0,556,1,0.8467,0.08,0.6298,7.4133
"900",38000163,23,472.217,-1.00541309059222,-1.6287,-1.5496,0.0039,5,6,0.0166666666666667,-0.8208,0.0211,-0.4849,-0.0345,1,0,0,1,1,1,1,1,0,556,1,0.8467,0.08,0.6298,7.4133
"902",38016942,23,495.225,-0.888051580547644,-1.6287,-0.9692,0.0039,4,4,0.416666666666667,0.5094,2.4511,-0.4495,-0.9491,1,1,0,1,1,0,1,1,0,556,1,0.8467,0.08,0.6298,7.4133
"903",38000633,23,513.625,2.18931882816893,0.3744,0.7185,-2.4162,4,4,0.416666666666667,0.5094,0.5305,1.8543,-0.5118,1,0,1,1,1,1,1,0,0,556,1,0.8467,0.08,0.6298,7.4133
"914",38012225,24,379.313,-0.335076714440506,-0.2598,0.4897,-0.4458,4,4,0.416666666666667,0.5094,0.1379,0.4631,1.0016,0,0,1,0,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"915",38018186,24,408.649,0.0644578042040529,0.3005,0.7368,-0.8504,5,6.66666666666667,0.633333333333333,0.8061,1.1228,0.1111,0.2822,1,0,1,0,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"917",38014149,24,525.196,-1.01299385798744,-1.6287,-0.3841,-1.0005,2.5,3.33333333333333,0.35,0.5094,0.5305,-0.7764,-1.1801,1,1,0,0,1,1,0,0,0,864,1,0.787,0.0391,-1.0856,7.513
"918",38017728,24,380.539,-3.61825091947926,-0.4343,-1.6743,-0.6614,3,6,0.416666666666667,0.5094,0.5686,-1.4649,0.7616,1,0,0,1,1,1,0,1,0,864,1,0.787,0.0391,-1.0856,7.513
"919",38000386,24,357.19,-0.997691938615599,-0.4343,-0.3058,-0.4491,3,4,0.416666666666667,-0.2145,0.472,-0.1081,1.7184,1,0,1,1,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"920",38005397,24,380.122,-0.0614671653054935,0.2834,0.5882,0.8351,3,4,0.416666666666667,2.1635,2.4511,0.4631,1.1311,0,1,0,1,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"921",38009028,24,363.956,-0.722257389922477,-0.1661,0.035,0.5529,3,4,0.416666666666667,0.5094,0.0386,0.9799,2.5493,0,0,1,0,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"922",38011764,24,484.442,-0.70246316394606,-0.356,-2.8652,-0.3164,4,5,0.416666666666667,0.5094,0.7736,-0.8771,0.8425,0,0,0,1,1,1,1,0,0,864,1,0.787,0.0391,-1.0856,7.513
"923",38015147,24,309.564,-0.110742153374446,0.2162,0.2447,-0.4266,3,4,0.416666666666667,-2.1154,-2.4981,-0.0468,1.0016,0,1,0,1,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"924",38016645,24,292.448,-1.9963878506456,-1.2278,-1.5817,0.0039,4,32,0.416666666666667,-0.6427,-0.2926,0.0543,-0.2702,1,0,0,1,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"926",38014608,24,435.729,-0.348694018835629,-0.2818,0.856,1.8409,3.33333333333333,3.33333333333333,0.35,-0.4071,0.7766,0.3377,0.5175,1,0,1,1,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"927",38003164,24,511.968,-0.521788207693233,0.7777,0.976,-1.4227,6,8,0.416666666666667,2.1635,0.5305,-0.1651,1.7184,1,0,1,1,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"928",38011400,24,457.47,-0.778411222479689,-0.5975,-0.55,-0.4843,3,4,0.416666666666667,-0.8208,-2.4981,-0.8695,0.5209,1,1,0,0,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"930",38011922,24,437.644,-1.90134748904252,-1.6287,-1.7663,0.6353,4,3,0.416666666666667,-0.1522,0.228,-0.7662,0.0244,1,0,0,1,1,1,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"931",38015916,24,521.722,-2.40181852170867,-0.4343,-1.5639,-0.7211,4,3,0.416666666666667,-1.0428,-0.6447,-0.4954,-0.7209,1,0,0,0,1,1,0,0,0,864,1,0.787,0.0391,-1.0856,7.513
"933",38009423,24,497.034,-0.108917153816337,0.3005,-0.4781,-0.0454,3,4,0.416666666666667,-0.7259,0.5305,0.5387,-0.7236,1,1,0,1,1,0,1,1,0,864,1,0.787,0.0391,-1.0856,7.513
"934",38013513,25,431.511,-1.38599569074872,-0.4343,-0.7917,0.6605,1.66666666666667,2.5,0.0166666666666667,-0.8208,0.1976,-2.1786,-1.1801,0,1,0,0,1,1,1,1,0,936,1,0.287,0.1217,1.2432,8.1391
"936",38014280,25,511.715,0.673305733705616,0.2293,0.6772,-0.3164,1.66666666666667,2.5,0.0166666666666667,0.4829,0.6259,-1.6866,-1.1801,1,1,0,1,1,1,1,0,0,936,1,0.287,0.1217,1.2432,8.1391
"937",38001958,25,613.965,0.165815471969819,0.1157,-0.7368,1.8837,1.66666666666667,4.16666666666667,0.0166666666666667,-0.1379,0.8104,-0.4495,-0.4305,1,1,0,0,1,1,1,0,0,936,1,0.287,0.1217,1.2432,8.1391
"939",38019289,25,541.78,0.165815471969819,1.0478,-0.0342,0.0039,1.66666666666667,2.5,0.0166666666666667,-0.4593,0.9736,-0.8771,-0.3661,1,1,0,1,1,1,0,1,0,936,1,0.287,0.1217,1.2432,8.1391
"942",38016276,25,603.829,-0.463528606415126,-0.7039,0.206,0.9373,1.66666666666667,3.33333333333333,0.0166666666666667,-0.3928,0.015,-0.2315,-0.3165,1,0,1,1,1,1,0,1,0,936,1,0.287,0.1217,1.2432,8.1391
"944",38017180,25,563.372,-0.249863273534937,0.1919,0.4272,-1.0806,1.66666666666667,5,0.0166666666666667,-0.5395,0.1911,-1.0795,0.3265,1,0,1,1,1,1,0,0,0,936,1,0.287,0.1217,1.2432,8.1391
"946",38008649,25,478.887,-1.09497845352097,-0.831,-0.009,1.3185,1.66666666666667,5,0.0166666666666667,0.5094,-0.658,0.4485,-0.1593,1,1,0,1,1,1,0,1,0,936,1,0.287,0.1217,1.2432,8.1391
"950",38002874,25,444.173,-1.0077996284759,-1.2278,-1.7155,-0.0454,1.66666666666667,2.5,0.0166666666666667,-0.8208,-0.3199,-0.5643,-0.0345,1,0,0,1,0,1,1,1,0,936,1,0.287,0.1217,1.2432,8.1391
"951",38011483,25,542.648,-0.239474814511853,-0.2236,-0.4503,0.0717,3.33333333333333,3.33333333333333,0.0166666666666667,0.1458,1.225,-0.2111,-0.7292,1,1,0,1,1,1,1,1,0,936,1,0.287,0.1217,1.2432,8.1391
"952",38000729,25,517.483,0.637367280869001,1.0478,0.1512,-0.4889,2.5,2.5,0.0166666666666667,-0.5937,0.0012,-0.2111,0.3265,1,1,0,1,1,1,0,0,0,936,1,0.287,0.1217,1.2432,8.1391
"953",38010658,25,568.75,-0.906722729872917,-0.222,-0.1703,0.9828,2.5,2.5,0.0166666666666667,-0.8499,-0.494,-1.3281,1.7952,1,1,0,0,1,0,1,0,0,936,1,0.287,0.1217,1.2432,8.1391
"955",38016413,25,563.017,0.356036579757373,1.0478,-0.7283,0.0039,2.5,4.16666666666667,0.0166666666666667,-0.6306,0.5217,-1.3192,-0.8371,1,1,0,0,1,1,0,1,0,936,1,0.287,0.1217,1.2432,8.1391
"959",38015342,25,508.395,0.271384677177377,-0.1661,-0.1719,0.0039,1.66666666666667,2.5,0.0166666666666667,-0.5781,0.9562,-0.1756,0.5769,1,1,0,1,0,1,1,1,0,936,1,0.287,0.1217,1.2432,8.1391
"961",38014209,25,550.745,-0.948557335128039,-0.5975,-0.1716,-1.9061,1.66666666666667,2.5,0.0166666666666667,-1.7339,0.3944,-1.3192,-2.505,1,1,0,1,1,0,1,1,0,936,1,0.287,0.1217,1.2432,8.1391
"965",38003775,25,452.523,-0.109899845886088,0.2737,-0.4577,0.0039,1.66666666666667,2.5,0.0166666666666667,-2.1154,-0.6071,-0.4954,-0.1899,1,1,0,0,1,1,0,0,0,936,1,0.287,0.1217,1.2432,8.1391
"969",38000214,25,585.569,-0.381122857137419,-0.1892,-0.0534,-0.2336,1.66666666666667,2.5,0.0166666666666667,0.8931,0.9138,-1.3603,1.0461,1,1,0,1,1,1,1,0,0,936,1,0.287,0.1217,1.2432,8.1391
"970",38003224,25,537.684,0.0321693504836564,-0.1523,-0.2138,-0.7185,1.66666666666667,3.33333333333333,0.0166666666666667,-0.8208,0.1738,-0.8771,0.4517,1,1,0,1,1,1,0,0,0,936,1,0.287,0.1217,1.2432,8.1391
"971",38012367,25,453.409,-0.525438206809452,-0.0144,-0.8351,1.8837,1.66666666666667,2.5,0.0166666666666667,0.1458,-0.14,-0.4849,-0.2944,1,1,0,1,1,1,0,1,0,936,1,0.287,0.1217,1.2432,8.1391
"997",38009557,26,319.135,-1.93349555818153,-1.2278,-1.6685,0.1099,4,4,0.416666666666667,-2.1154,0.1738,-0.8771,1.1338,0,0,0,1,1,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"998",38009473,26,421.502,0.00577704918176708,0.1919,-0.2103,-0.2407,3,6,0.416666666666667,-0.6058,-1.2668,0.4631,1.1924,0,0,0,0,1,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"999",38013612,26,410.882,-1.54813988225766,-1.2278,-1.6297,-0.8747,4,3,0.416666666666667,-0.6427,0.0284,-0.8771,0.8425,0,0,0,0,1,1,1,0,0,223,1,0.4937,0.3797,0.9721,5.6456
"1000",38005925,26,491.955,-1.50588412325836,-0.831,-0.3685,-0.8747,3.66666666666667,6.41666666666667,0.383333333333333,-0.8208,-2.4981,-1.1822,-0.6425,0,1,0,1,1,1,0,0,0,223,1,0.4937,0.3797,0.9721,5.6456
"1001",38005679,26,515.871,0.232076994387329,0.4793,0.0575,0.2829,4,3,0.416666666666667,-0.4071,1.0258,1.8543,1.6092,0,0,1,1,1,1,0,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1003",38005590,26,474.263,0.829413388214664,2.1655,-0.5733,-1.7767,4,4,0.416666666666667,0.5094,1.3674,1.0385,1.8135,0,0,0,1,1,1,0,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1005",38015111,26,353.133,0.39857310791946,0.7777,-1.3887,-0.6073,4.66666666666667,7,0.483333333333333,0.8225,0.7736,-0.1756,0.2158,1,0,0,1,1,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1007",38017041,26,432.004,-0.390247854927966,-0.2598,-0.3223,0.7011,4,4,0.416666666666667,0.5094,0.2644,-1.0351,1.0016,0,1,0,0,1,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1008",38000548,26,443.599,-1.26666879656464,-0.831,-1.432,-1.6054,4,4,0.416666666666667,-1.6934,0.3721,-1.1822,1.0461,0,0,0,1,1,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1009",38017566,26,560.074,0.101940487435991,2.1655,-1.2184,-2.4162,4,4,1.35,2.1635,2.4511,-0.5643,-0.0746,0,0,0,0,1,0,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1010",38011575,26,406.902,-0.268955576604389,-0.2107,-0.1563,1.1892,4,4,0.416666666666667,-1.4333,-1.2668,-0.8671,0.089,0,0,1,0,1,1,0,0,0,223,1,0.4937,0.3797,0.9721,5.6456
"1011",38014426,26,500.535,0.0391885795533078,2.1655,-1.4414,1.8837,4,4,0.416666666666667,1.6403,1.3588,-1.023,0.6538,0,0,0,0,1,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1012",38012929,26,347.613,-1.46657644046831,-0.7039,-2.0009,0.2829,4,4,0.416666666666667,-0.119,0.4447,-0.544,0.0031,0,0,0,0,0,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1013",38019946,26,433.699,0.191084696620564,-0.1338,0.1087,0.0039,4,4,0.416666666666667,0.5094,-0.2926,1.8543,1.288,0,0,1,1,1,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1014",38003897,26,373.044,-2.80359919365551,-1.2278,-2.2668,0.2829,4,4,0.416666666666667,-1.0127,-0.6245,-0.4363,0.7993,0,0,0,0,0,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1016",38002262,26,366.496,1.05304602637376,-0.356,0.0658,-0.4516,4,5,0.583333333333333,-0.7662,-0.9141,0.8598,1.7237,1,0,1,1,1,1,1,0,0,223,1,0.4937,0.3797,0.9721,5.6456
"1017",38015786,26,421.322,-1.04275538924276,-1.2278,0.571,-0.8453,3.33333333333333,3.33333333333333,0.35,-0.5858,1.1347,0.3348,-0.5884,1,0,1,0,1,1,0,0,0,223,1,0.4937,0.3797,0.9721,5.6456
"1018",38010337,26,453.965,0.565630759777164,-0.2567,-0.8077,-1.4476,4,4,0.416666666666667,2.1635,1.1394,-0.8234,0.2822,1,0,0,1,1,1,0,0,0,223,1,0.4937,0.3797,0.9721,5.6456
"1019",38013043,26,432.378,-0.375226704718912,-0.1201,-1.2606,-0.3506,4,4,0.416666666666667,-0.8208,-0.0589,0.4631,2.5493,1,0,0,1,1,1,0,0,0,223,1,0.4937,0.3797,0.9721,5.6456
"1020",38013837,26,404.599,0.765538403680836,-0.2598,0.5361,0.0039,5,4,0.583333333333333,-0.3793,0.5305,0.4631,2.5493,1,1,0,1,1,1,1,1,0,223,1,0.4937,0.3797,0.9721,5.6456
"1021",38014796,27,543.204,1.01345757442092,1.0478,0.7456,1.0438,3,4,0.416666666666667,-0.2121,1.4193,-0.4849,-0.0345,0,1,0,1,1,1,0,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1022",38008542,27,510.275,-0.26853442286021,0.3005,0.753,0.6605,2,4,0.416666666666667,-0.6427,-0.2052,-0.1624,1.0016,0,0,1,1,1,1,1,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1023",38014604,27,345.276,0.020236661065249,0.1157,0.3141,1.1892,3,4,0.416666666666667,0.1458,1.0787,0.4631,2.5493,0,0,1,1,1,1,1,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1024",38012042,27,421.491,0.649721124031588,0.2162,0.1751,0.8934,2,4,0.416666666666667,-0.4071,-0.2052,-0.1624,1.0016,0,1,0,0,1,1,1,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1025",38015213,27,467.353,2.68010332471896,2.1655,1.1406,0.8934,5,4,0.416666666666667,1.3705,0.6098,0.8598,1.3538,0,0,1,1,1,1,1,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1026",38014114,27,528.86,1.89324774601103,1.0478,0.989,-0.0454,5,4,0.416666666666667,1.3247,0.8721,-0.1651,0.5736,0,0,1,1,1,1,0,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1027",38019360,27,509.372,-0.121411381560317,0.2834,0.5642,-0.5803,2.5,3.33333333333333,0.35,0.5094,0.7736,-0.1651,-0.0374,1,0,1,1,1,1,1,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1028",38017358,27,407.245,0.179573160946336,-0.0652,-0.2166,-0.2336,3,4,0.416666666666667,0.0992,0.324,1.0385,2.5493,0,1,0,1,1,1,1,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1029",38009719,27,595.228,0.524919231173186,1.0478,-0.2915,0.6605,5,4,0.416666666666667,1.1249,1.361,0.1218,-0.0997,1,1,0,1,1,0,1,1,0,420,0,0.9483,0.1121,0.5628,7.2414
"1030",38016313,27,521.84,0.798949934052377,2.1655,1.301,0.8934,4.16666666666667,3.33333333333333,0.35,-1.0127,-2.4981,0.075,-0.0374,1,0,1,1,1,1,1,1,0,420,0,0.9483,0.1121,0.5628,7.2414
