"","student_id","school_id","pv5math","home_possessions","cultural_possessions","escs","disciplinari_climate","learning_time_math","learning_time_lang","learning_time_science","enjoy_science","interest_broad_science","motivat","test_anxiety","gender","education_parents_medium","education_parents_high","video_games","immigration_status","internet_social","study_before_school","study_after_school","private_independent","school_size","ISCED_orient","certified_teacher_prop","sci_teacher_prop","student_hindering_behav","student_teacher_ratio"
"4078",38016803,111,525.465,0.206527000573797,0.6093,0.96,0.2829,2.75,2.75,0.383333333333333,0.125,0.3411,0.8598,-0.0836,1,0,1,1,1,1,1,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4079",38007051,111,459.292,-0.496378598461095,0.0058,-0.1311,-0.7917,3,6,0.416666666666667,0.5094,-0.2295,-0.5512,0.7993,0,0,1,0,1,1,1,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4080",38003050,111,480.03,-0.929465032058587,-1.6287,0.7453,-0.0405,3.66666666666667,5.5,0.383333333333333,-0.7514,0.2349,-0.7662,1.3538,0,0,1,0,1,1,0,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4081",38001974,111,473.331,0.933438363026898,0.6062,0.3031,-0.9212,4,6,0.416666666666667,-1.0127,0.0627,-1.5087,-0.5832,0,0,1,0,1,1,0,0,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4082",38006675,111,530.747,-1.621841787489,-1.2278,-1.2047,-1.6054,3.66666666666667,5.5,0.383333333333333,-0.2145,-0.8083,-0.1756,0.3964,0,1,0,0,1,1,0,0,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4083",38016092,111,519.633,1.16044023113942,1.0478,0.2468,0.8934,1,2,0.416666666666667,-0.395,0.0345,-1.6866,0.5903,0,1,0,0,1,1,1,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4084",38009343,111,349.941,-0.373542089742195,-0.7039,0.2089,-0.5803,4,6,0.416666666666667,-1.4311,-0.4678,-1.1706,0.6571,0,0,1,0,1,1,1,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4085",38002064,111,465.415,0.198103925690216,0.7777,-0.0258,1.1892,9,8,1,0.5094,0.5305,-3.0877,0.5974,0,1,0,0,1,1,1,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4086",38016301,111,435.341,-0.63844779483084,-0.2107,0.1065,-1.0005,4,6,0.416666666666667,-2.1154,-2.4981,0.2296,-0.3604,0,1,0,1,1,1,0,0,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4087",38000930,111,456.27,-1.65244562623268,-0.356,-1.682,-1.0005,1.33333333333333,2.66666666666667,0.516666666666667,-1.1971,-0.2865,-0.8771,2.5493,0,0,0,1,1,1,1,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4088",38011868,111,535.409,0.198525079434395,-0.5975,-0.6765,-1.6015,4,5,0.583333333333333,0.042,0.9138,-0.7662,2.5493,1,0,0,1,1,1,1,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4089",38014255,111,462.706,-1.0358765447545,-0.831,-1.2269,0.2829,4,4,0.416666666666667,-1.6644,-1.0845,-0.9828,0.1733,1,0,0,1,1,1,1,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4090",38001167,111,470.821,0.365582731292099,1.0478,-0.4158,-1.2121,3.66666666666667,3.66666666666667,0.383333333333333,0.5094,-0.0589,-0.8133,0.7153,1,1,0,1,1,1,0,1,0,1221,1,0.9362,0.1312,0.3622,8.6596
"4115",38010359,112,413.634,-2.43761658996389,-1.6287,-1.7786,0.4046,3.33333333333333,3.33333333333333,0.35,-0.7662,-0.6059,-1.3281,0.2092,0,1,0,0,1,0,0,0,0,127,0,0.2667,0.2667,-2.1182,8.4667
"4116",38004471,112,451.332,0.0345558883673379,-0.2818,0.5038,1.8837,4,4,0.416666666666667,1.6681,2.4511,1.0385,-0.0374,1,0,1,1,1,1,0,1,0,127,0,0.2667,0.2667,-2.1182,8.4667
"4117",38015740,112,333.631,0.929647979329286,0.0768,1.3559,0.4046,3.33333333333333,3.33333333333333,0.35,-0.6306,-0.0664,-0.8645,0.3265,0,0,1,0,1,1,1,1,0,127,0,0.2667,0.2667,-2.1182,8.4667
"4118",38004606,112,386.049,-1.46166298011956,-0.831,-0.4602,0.8934,3.33333333333333,3.33333333333333,0.35,-0.5781,-2.4981,-0.61,1.3418,0,1,0,1,1,1,1,1,0,127,0,0.2667,0.2667,-2.1182,8.4667
"4119",38017021,112,454.962,-0.695443934876409,-0.356,0.3189,-0.7439,3.33333333333333,2.5,0.35,0.8225,1.7541,-0.0137,0.0274,1,1,0,0,1,1,0,1,0,127,0,0.2667,0.2667,-2.1182,8.4667
"4148",38009515,113,499.976,0.0278174284604725,0.3744,1.0165,0.0039,4.16666666666667,4.16666666666667,0.633333333333333,0.5094,1.3674,1.7094,-0.6788,1,0,1,1,1,1,0,1,1,129,1,0.88,0.6,-0.1073,10.32
"4149",38006568,113,416.759,1.90574197375501,2.1655,0.4013,0.8351,4.16666666666667,4.16666666666667,0.75,0.0992,-0.6693,-0.8771,0.5209,1,1,0,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4150",38005666,113,514.264,-0.258145963837126,0.0045,-0.3518,0.9383,3.33333333333333,25,0.75,1.3031,0.5305,0.1609,0.5306,1,1,0,1,1,1,0,1,1,129,1,0.88,0.6,-0.1073,10.32
"4151",38011459,113,551.149,0.600726905125421,2.1655,-0.8192,0.8351,3.33333333333333,4.16666666666667,0.75,-0.8208,0.0284,-1.454,0.6434,1,0,0,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4152",38019377,113,548.018,0.238253915968622,2.1655,-0.3252,0.2829,3.33333333333333,3.33333333333333,0.633333333333333,0.8904,0.6584,-0.8771,1.0016,1,1,0,1,1,1,0,1,1,129,1,0.88,0.6,-0.1073,10.32
"4153",38005403,113,546.507,0.221969304527031,-0.2107,-0.691,0.0039,3.33333333333333,3.33333333333333,0.75,0.8061,0.8687,0.1717,0.5769,1,0,0,1,1,1,0,1,1,129,1,0.88,0.6,-0.1073,10.32
"4154",38018162,113,488.211,-1.35384762160971,-0.6174,-0.5147,0.4046,3.33333333333333,3.33333333333333,0.75,-1.0406,0.1471,-0.0495,0.6007,1,1,0,0,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4155",38001862,113,524.432,-0.120007535746386,-0.4343,0.7299,0.2829,3.33333333333333,3.33333333333333,0.75,-0.8208,0.1042,-0.9108,-0.4644,1,0,1,1,1,1,0,0,1,129,1,0.88,0.6,-0.1073,10.32
"4156",38000868,113,597.606,-0.0368998635617135,-0.356,-0.4386,0.6605,3.33333333333333,3.33333333333333,0.75,1.0914,0.9214,-0.0601,-0.308,1,1,0,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4157",38018566,113,463.656,1.75356508752497,0.7777,0.8714,0.2884,4.16666666666667,3.33333333333333,0.75,0.5094,1.2152,-1.1391,0.7186,1,0,1,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4158",38004508,113,647.635,-0.302928645301502,0.2162,-0.3201,0.3051,4.16666666666667,4.16666666666667,0.75,1.3508,0.4228,0.5952,-1.9346,1,1,0,1,1,1,0,0,1,129,1,0.88,0.6,-0.1073,10.32
"4159",38018752,113,554.555,0.794598012029193,0.6062,-1.037,1.8837,3.33333333333333,4.16666666666667,0.75,-0.6586,-0.5172,0.1111,-0.4031,1,0,0,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4160",38000736,113,489.198,-0.970457329825351,-1.2278,-0.9618,0.0039,3.33333333333333,4.16666666666667,0.75,0.5094,0.8784,-1.2223,-0.6788,1,0,0,1,1,1,0,0,1,129,1,0.88,0.6,-0.1073,10.32
"4161",38003733,113,511.923,1.8334439143376,2.1655,1.4071,0.6558,3.33333333333333,4.16666666666667,0.75,0.5094,1.1786,-0.4849,-0.0345,1,0,1,1,1,1,0,1,1,129,1,0.88,0.6,-0.1073,10.32
"4162",38004328,113,605.479,2.61229757190612,2.1655,1.7153,0.745,3.33333333333333,3.33333333333333,0.75,-0.3398,0.2738,-0.1756,1.0461,1,0,1,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4163",38006628,113,508.902,0.141528939388825,0.6093,-0.0591,0.0039,3.33333333333333,3.33333333333333,0.75,-0.2546,1.2268,-0.4495,1.288,1,1,0,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4164",38010679,113,563.977,0.819867236679938,0.7777,-0.049,0.5059,3.33333333333333,3.33333333333333,0.75,0.2439,0.614,-0.0495,-0.4671,1,1,0,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4165",38012192,113,425.223,-0.288328648836627,0.1157,-0.0911,0.0039,1,1,0.25,0.5094,0.5305,-0.7711,1.7184,1,1,0,1,1,1,0,0,1,129,1,0.88,0.6,-0.1073,10.32
"4166",38001178,113,521.553,1.98084772480028,2.1655,1.6941,0.0039,3.33333333333333,3.33333333333333,0.75,0.5094,-0.0968,0.1111,1.8135,1,0,1,1,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4167",38005148,113,495.919,0.572228835102636,0.1157,-0.5373,1.3818,3.33333333333333,3.33333333333333,0.75,-0.4049,-0.1178,1.8543,0.0124,1,0,0,1,1,1,0,1,1,129,1,0.88,0.6,-0.1073,10.32
"4168",38015936,113,527.613,1.69502471708408,0.3005,1.3705,1.3818,3.33333333333333,3.33333333333333,0.75,-0.197,0.015,0.5952,-0.3428,1,0,1,1,1,1,0,1,1,129,1,0.88,0.6,-0.1073,10.32
"4169",38001939,113,596.159,0.960813356398538,2.1655,0.8888,-0.3959,3.33333333333333,4.16666666666667,0.75,0.5171,1.6345,-1.1209,-2.505,1,0,1,1,1,1,0,0,1,129,1,0.88,0.6,-0.1073,10.32
"4170",38006059,113,596.564,0.911538368329585,0.4793,-0.1675,1.3185,3.33333333333333,4.16666666666667,0.75,0.5094,0.6584,-0.37,-0.5306,1,1,0,0,1,1,1,1,1,129,1,0.88,0.6,-0.1073,10.32
"4171",38001876,113,549.751,0.252573143270711,-0.2598,0.0712,0.2829,4.16666666666667,3.33333333333333,0.0166666666666667,-1.3786,-0.4212,-0.4495,0.206,1,1,0,1,1,1,0,0,1,129,1,0.88,0.6,-0.1073,10.32
"4261",38012670,114,615.606,0.394221185896276,-0.0284,1.1744,-0.3506,3.66666666666667,6.41666666666667,1.15,0.475,0.5305,-0.6985,-0.9491,1,0,1,1,1,1,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4262",38012855,114,560.786,-0.00292679486460067,-0.831,0.3969,0.1628,3.66666666666667,6.41666666666667,1.26666666666667,0.8225,0.2454,-0.1651,0.8425,1,1,0,0,1,0,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4263",38011366,114,474.172,1.21701521744081,2.1655,1.4312,-1.0781,3.66666666666667,6.41666666666667,1.5,1.6681,-1.2085,1.8543,-0.6507,1,0,1,0,1,0,1,0,0,786,1,0.8205,0.5833,1.554,10.0769
"4264",38009909,114,596.494,-0.361469015742395,0.1919,0.2327,1.0389,3.66666666666667,6.41666666666667,0.383333333333333,-0.2439,0.4348,-0.1756,-0.3754,1,0,1,0,1,1,0,0,0,786,1,0.8205,0.5833,1.554,10.0769
"4265",38003363,114,559.871,-0.962736177848735,-0.831,-1.0529,-0.7185,0,0,0.0166666666666667,-2.1154,-0.3199,-0.9301,0.9242,1,1,0,1,0,0,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4266",38019503,114,565.351,-0.716220852922577,0.4793,-0.1618,0.0039,4,2,0.416666666666667,-0.1522,-0.0908,-0.7662,0.0244,1,1,0,0,0,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4267",38019695,114,539.103,0.17143085522554,-0.356,-0.0327,-0.0559,3.66666666666667,6.41666666666667,1.05,-0.5924,-2.4981,-0.7662,0.3265,1,1,0,1,1,1,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4268",38016106,114,270.231,-1.15646690017111,-0.522,-0.7523,0.5952,3.66666666666667,6.41666666666667,0.383333333333333,-0.1522,-0.2112,0.8598,0.6007,1,1,0,1,1,1,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4269",38015829,114,510.093,0.868440301841926,0.2162,0.72,-0.6273,4,6,1.23333333333333,-0.8208,-0.0977,-0.61,0.7754,1,0,1,1,1,1,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4270",38004087,114,576.14,-0.0760671617703684,0.0636,-0.1182,-0.5803,2.75,4.58333333333333,0.383333333333333,-2.1154,-2.4981,-2.0766,-0.3318,1,1,0,1,1,0,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4273",38014609,114,622.48,-0.826422749316104,-0.7039,-0.232,-0.7439,3.66666666666667,3.66666666666667,0.383333333333333,-2.1154,-0.2926,-0.4954,0.7186,1,1,0,1,1,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4274",38000354,114,657.909,0.126788558342557,0.0636,0.1416,0.8934,3.66666666666667,3.66666666666667,0.383333333333333,0.5094,-0.012,1.0566,-0.4671,1,1,0,0,1,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4275",38002447,114,554.172,0.897219141027497,2.1655,-1.0722,-0.7413,4,4,0.416666666666667,0.5852,0.8721,0.8598,1.3538,1,0,0,1,1,1,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4277",38016824,114,607.971,2.13232268812336,2.1655,-0.0746,0.0039,3.66666666666667,4.58333333333333,0.383333333333333,0.8225,2.4511,0.8598,0.5306,1,1,0,1,1,1,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4278",38011376,114,616.881,-0.426186307764581,0.7777,-0.9103,-0.7943,5,6,0.416666666666667,-0.119,1.2758,-0.8771,-0.5224,1,1,0,1,1,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4279",38016913,114,549.704,0.68088650110084,0.7777,-0.2506,-0.8989,4.58333333333333,5.5,0.383333333333333,0.2483,-0.2246,-1.4136,1.1338,1,1,0,1,1,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4280",38007018,114,599.158,0.623188438148305,0.1508,0.7591,-0.0075,4.58333333333333,5.5,0.383333333333333,-0.8208,0.736,-1.454,0.0647,1,0,1,1,1,1,0,0,0,786,1,0.8205,0.5833,1.554,10.0769
"4281",38005797,114,493.635,-0.0368998635617135,0.1157,0.6896,-0.2336,5,6,0.416666666666667,-0.1522,0.2184,1.8543,2.5493,1,0,1,1,1,1,1,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4282",38016705,114,523.582,-1.01566116503391,-0.7039,-0.2608,-1.5217,3.33333333333333,5,0.35,-2.1154,-0.7097,1.8543,1.0016,1,1,0,1,1,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4283",38004022,114,663.631,0.547240379614677,0.2293,-1.1844,-1.0246,3.66666666666667,5.5,0.383333333333333,-0.3237,-0.0921,-0.1756,0.7153,1,0,0,1,1,0,0,0,0,786,1,0.8205,0.5833,1.554,10.0769
"4284",38009247,114,583.302,0.297215440153694,-0.0514,1.1697,0.0039,2.75,3.66666666666667,0.383333333333333,-0.627,1.3082,0.3377,-0.8744,1,0,1,1,0,0,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4285",38007586,114,547.368,0.620099977357659,0.0058,0.6013,0.2884,4,4,1.23333333333333,-1.4436,-0.1586,-0.2908,0.5209,0,1,0,0,1,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4286",38007096,114,666.948,2.18889767442475,2.1655,0.582,0.0039,3.66666666666667,3.66666666666667,0.816666666666667,-0.1945,0.9659,-0.2111,-0.2039,1,1,0,1,1,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4287",38007597,114,582.166,2.10677269430983,2.1655,0.6209,-1.6454,3.66666666666667,3.66666666666667,1.5,0.5094,-0.2322,0.4631,0.4785,1,1,0,1,1,1,0,0,0,786,1,0.8205,0.5833,1.554,10.0769
"4288",38007271,114,567.211,0.534044228963732,0.3744,0.2068,-0.8722,3.66666666666667,3.66666666666667,0.383333333333333,-0.627,-0.5577,-0.4849,-0.2039,1,1,0,1,1,1,0,1,0,786,1,0.8205,0.5833,1.554,10.0769
"4290",38006770,115,456.942,-0.475180526670748,-0.6174,0.205,-0.5803,3.33333333333333,3.33333333333333,1.08333333333333,-0.8208,-0.3744,-1.454,-0.4671,0,0,1,1,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4291",38017527,115,620.984,0.0908501055059422,0.7777,0.9731,-2.4162,3.33333333333333,3.33333333333333,1.08333333333333,0.5094,-0.1227,-0.4599,0.5209,0,0,1,0,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4292",38006554,115,577.672,-1.22272842258862,-1.6287,-1.0569,-0.5436,3.33333333333333,5,0.35,-0.576,0.1042,-0.8771,0.8425,0,1,0,1,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4293",38008628,115,377.557,-0.720713159527154,-0.5975,-1.413,-1.0005,3.33333333333333,5,0.35,-0.8208,-0.3744,-2.395,-0.7398,0,0,0,1,1,0,1,0,0,492,1,0.6579,0.2632,1.8402,25.8947
"4294",38016261,115,531.397,0.0108308941119161,0.4793,0.2765,0.0039,3.33333333333333,3.33333333333333,1.36666666666667,0.5094,1.2179,-0.1651,0.2594,1,1,0,1,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4295",38005985,115,454.019,3.18773397103615,2.1655,1.4906,0.0039,3.33333333333333,3.33333333333333,1.36666666666667,-1.2949,-1.2668,1.8543,1.5125,1,0,1,1,1,1,1,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4296",38019978,115,529.959,-1.61931486502393,-0.831,-0.6317,-0.2296,3.33333333333333,3.33333333333333,1.48333333333333,-2.1154,-1.2847,-1.7814,-1.7918,1,0,1,0,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4297",38008714,115,593.06,-1.25263033842534,-1.6287,0.1317,-0.8184,3.33333333333333,3.33333333333333,1.48333333333333,-1.2109,0.8574,1.3961,-0.0879,1,1,0,0,1,0,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4298",38012596,115,578.066,-0.0030671794459937,0.2293,0.5745,-0.1023,3.33333333333333,3.33333333333333,1.36666666666667,-0.1522,-0.0968,-0.0495,0.7291,1,0,1,1,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4299",38011328,115,561.1,1.13053831530271,0.1157,0.2948,-0.7104,3.66666666666667,3.66666666666667,1.5,-1.5148,-0.8083,1.0566,-0.0997,1,0,1,1,1,1,1,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4300",38007987,115,497.497,-1.41814375988772,-1.6287,-0.3869,-0.1881,3.66666666666667,3.66666666666667,0.383333333333333,-0.6427,0.1504,-0.3263,-0.1433,1,1,0,1,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4301",38018211,115,457.512,0.606342288381142,0.0045,0.2878,-0.4176,3.66666666666667,3.66666666666667,1.15,0.5094,1.111,0.8598,0.2594,1,1,0,1,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4302",38018096,115,465.36,-0.51561128611194,-0.9969,-0.0679,0.0039,3.33333333333333,3.33333333333333,1.36666666666667,0.125,0.1393,-0.8133,0.5209,1,1,0,1,1,1,1,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4303",38014401,115,543.049,-0.331426715324287,0.3941,0.1869,-2.4162,3.66666666666667,3.66666666666667,0.383333333333333,2.1635,-0.5956,-0.1446,-0.8648,1,1,0,0,1,1,0,0,0,492,1,0.6579,0.2632,1.8402,25.8947
"4304",38015126,115,479.46,-0.460159376461694,-0.9969,-0.8986,-0.7439,3.33333333333333,3.33333333333333,0.35,-1.0127,-0.0347,-1.0795,0.1312,1,1,0,1,1,1,0,0,0,492,1,0.6579,0.2632,1.8402,25.8947
"4306",38002700,115,643.165,-0.768443917200784,-0.7039,-1.4049,0.3581,4.16666666666667,3.33333333333333,1.08333333333333,-0.3398,0.4181,0.7184,-0.308,1,0,0,0,1,1,0,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4307",38013488,115,530.023,0.167640471527929,2.1655,-0.0751,-1.6412,3.33333333333333,5,0.35,0.5094,0.4827,-0.8771,0.5209,1,1,0,1,1,1,0,0,0,492,1,0.6579,0.2632,1.8402,25.8947
"4308",38002066,115,540.089,0.896236448957745,2.1655,0.8533,0.5529,3.33333333333333,5,0.35,0.5094,1.0609,0.3377,0.2158,1,0,1,1,1,1,1,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4311",38001747,115,446.466,0.325432741013692,0.7777,0.2906,-0.8747,3,3,0.316666666666667,-0.5515,0.2335,-0.1651,-0.6871,1,0,1,1,1,1,1,1,0,492,1,0.6579,0.2632,1.8402,25.8947
"4321",38012590,116,359.754,-2.07177437085366,-0.831,-1.3951,-0.9132,5,4.16666666666667,0.35,-2.1154,-1.0968,-1.8652,1.8135,0,0,0,0,0,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4322",38013751,116,451.339,-0.844251591153019,-0.356,-1.2677,-1.4259,4.58333333333333,7.33333333333333,0.533333333333333,-0.7676,-0.5488,1.8543,-0.6046,0,1,0,1,0,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4324",38005018,116,406.181,1.53568821720299,0.7777,0.3575,-0.7185,4.16666666666667,5,0.983333333333333,0.9378,0.1562,0.8598,0.2092,1,0,1,1,0,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4325",38011723,116,437.487,1.5877708968998,1.0478,1.3423,1.8837,4,4,0.583333333333333,-0.4856,0.0683,-0.4849,-1.0445,1,0,1,1,1,1,0,0,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4326",38015124,116,556.523,-0.475040142089355,0.2293,-0.202,-0.1458,4,6,0.583333333333333,0.4829,0.6496,-0.6557,1.8135,1,1,0,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4327",38005125,116,566.415,-0.295488262487672,0.2162,-0.6096,0.5529,3.33333333333333,3.33333333333333,0.633333333333333,-0.8208,0.2349,-0.2111,0.6434,0,1,0,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4328",38006383,116,562.838,1.59886127882985,2.1655,1.5312,0.4046,4,6,1.23333333333333,1.1074,0.6584,0.1609,-0.308,0,0,1,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4330",38005435,116,538.683,-0.938028491523562,-0.7039,-0.0545,-1.0005,3.66666666666667,3.66666666666667,1.5,-0.8208,-1.0099,1.0385,2.5493,0,1,0,1,1,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4331",38001686,116,535.005,0.225338534480463,0.1508,1.1302,0.8934,3.66666666666667,5.5,1.15,1.6403,2.4511,-0.4495,1.0016,0,0,1,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4332",38019660,116,570.606,0.848646075865509,0.7777,-0.0414,0.0039,3.66666666666667,3.66666666666667,0.383333333333333,0.5094,0.0795,1.8543,-0.1881,0,1,0,0,1,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4333",38009606,116,558.133,-0.743876615457004,-0.7039,-0.2703,-1.4227,3.66666666666667,5.5,1.5,2.1635,-0.2704,-0.61,1.0461,0,1,0,0,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4334",38002990,116,540.887,1.13418831441893,0.6093,-0.07,0.8351,3.66666666666667,3.66666666666667,0.666666666666667,0.0992,0.3416,1.8543,-0.1345,1,1,0,1,1,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4335",38006551,116,517.978,1.45131708378578,0.7777,0.5627,-0.0444,3.66666666666667,5.5,0.533333333333333,1.1662,0.366,-0.8771,1.0016,1,0,1,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4336",38002008,116,478.687,-0.525438206809452,-0.1338,-0.6078,0.0039,4,4,1.23333333333333,2.1635,1.2268,0.608,-0.1433,1,1,0,1,1,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4337",38010021,116,463.52,0.0793385698317139,-0.0071,1.1333,-0.3506,4,4,1.58333333333333,0.5094,1.1786,-1.1706,0.0951,1,0,1,1,1,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4338",38000801,116,436.909,-0.59857857371522,-0.7273,0.1913,-0.9064,4,4,0.416666666666667,2.1635,1.0195,-1.358,-0.0582,1,0,1,0,1,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4339",38002085,116,568.422,-0.0648363952589261,0.0045,-0.0326,-1.2727,3.66666666666667,3.66666666666667,1.05,2.1635,1.3588,-1.2223,-0.5306,1,1,0,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4340",38004864,116,533.241,0.674007656612582,-0.2951,0.2022,-1.8465,4,4,0.416666666666667,0.125,0.3315,-0.3263,-0.4671,1,1,0,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4341",38004179,116,526.826,1.73250740031601,0.7777,1.711,0.2884,3.66666666666667,3.66666666666667,0.383333333333333,0.5094,0.3315,-0.1756,-0.4859,1,0,1,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4342",38006297,116,588.132,-0.271201729906678,0.0768,1.1862,-0.8747,3.66666666666667,5.5,1.36666666666667,0.5094,0.438,-0.3804,-0.367,1,0,1,1,1,1,1,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4343",38006526,116,407.356,-0.275272882767076,-0.356,-0.5939,-0.8747,3.66666666666667,3.66666666666667,0.666666666666667,-0.395,-0.1991,0.5387,-0.0374,0,0,0,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4344",38013807,116,489.035,-0.112426768351163,0.3744,0.4095,-0.2683,3.66666666666667,3.66666666666667,0.666666666666667,-2.1154,-0.8816,-0.9207,-1.1832,0,1,0,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4345",38018818,116,594.529,0.444900019779159,1.0478,-1.1492,-0.7439,4,4,0.716666666666667,0.5094,-0.0369,1.8543,0.0337,1,0,0,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4346",38006556,116,476.396,0.768205710727304,0.7777,0.9624,0.2829,2.5,2.5,0.633333333333333,-0.5781,0.4913,1.8543,-0.0374,1,0,1,1,1,1,0,1,0,1338,1,0.9719,0.1754,0.6298,9.3895
"4347",38003330,117,481.515,-0.429555537718014,0.7777,0.4422,0.0039,3.33333333333333,3.33333333333333,0.35,-1.0127,-0.2926,-0.8234,-0.2067,0,0,1,1,0,1,0,1,0,1178,1,0.9747,0.1224,0.2229,9.9409
"4348",38011698,117,568.629,-0.482059371159006,-0.1892,0.0028,0.0039,3.66666666666667,5.5,0.383333333333333,0.5094,0.5414,-0.7662,0.3997,1,1,0,1,1,1,0,1,0,1178,1,0.9747,0.1224,0.2229,9.9409
"4349",38004080,117,363.21,1.10400562941943,-0.4113,0.8437,-0.93,3.66666666666667,3.66666666666667,0.383333333333333,0.4829,-0.3199,0.4631,1.8135,1,0,1,1,1,1,0,1,0,1178,1,0.9747,0.1224,0.2229,9.9409
"4350",38014611,117,479.668,-0.579907424389947,0.0045,-0.3803,-0.1424,3.66666666666667,5.5,0.533333333333333,0.8061,0.0223,0.2296,0.5736,1,0,1,1,1,1,0,1,0,1178,1,0.9747,0.1224,0.2229,9.9409
