"","school_id","region_Campania","region_Lombardia","private_government","private_independent","school_size","overcrowded_classes","ISCED_orient","pcs_per_student","internet_percentage","edu_leadership","curricular_development","istructional_leadership","professional_development","curricular_responsability","resources_responsability","school_authonomy","teacher_participation","material_shortage","staff_shortage","certified_teacher_prop","teacher_num","sci_teacher_prop","certified_sci_teacher_prop","creative_activities","science_resources","teacher_hindering_behav","student_hindering_behav","student_teacher_ratio","pv5math"
"452","452",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.372431672814
"453","453",1,0,0,0,1070,0,1,0.8366,1,-0.8005,-0.8669,-0.5081,-0.9907,1.4806,-0.6941,0.58,6,0.3922,0.2838,0.8862,123,0.0976,1,1,3,0.8947,-0.6066,8.6992,42.9256150985512
"454","454",0,0,0,0,601,0,0,1.0789,1,-0.8707,-0.8669,-0.2147,-0.9907,1.4806,-0.782,0.58,3,0.5881,-1.6823,1,63,0.1746,1,1,6,-0.6684,-2.1182,9.5397,41.6323239293372
"455","455",0,0,0,0,963,1,0,0.401,1,1.1322,0.2784,0.9808,1.8133,0.9105,-0.782,0.58,4,1.6094,1.7222,0.9389,65.5,0.2824,0.9459,2,5,0.8947,1.347,14.7023,52.2156898159517
"456","456",0,1,0,0,793,0,0,0.6159,1,-0.2615,-0.2305,-0.1754,-0.3319,-0.2296,-0.782,0.58,3,-0.0265,0.337,0.9412,68,0.1471,1,2,4,-0.6684,0.6298,11.6618,50.5337794819916
"457","457",0,0,NA,NA,588,0,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,53.4929045714169
"458","458",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8509221792979
"459","459",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2405773288931
"460","460",0,0,0,0,1122,0,0,0.4783,1,-0.1327,7e-04,0.0201,0.1158,-0.4196,-0.782,0.58,4,-1.2541,-0.214,0.8762,101,0.3119,0.9365,2,5,0.0185,0.7561,11.1089,56.699418025987
"461","461",0,0,0,0,572,0,1,0.9259,1,1.0665,1.1362,0.7532,0.3642,-0.7997,-0.6941,0.5,5,0.0504,1.1083,0.6535,63.5,0.5197,0.5909,1,7,0.2635,0.9807,9.0079,59.7098268961419
"462","462",0,0,0,0,1505,0,0,0.2365,1,0.9131,0.4283,0.7532,0.7395,-0.4196,-0.6061,0.67,6,0.5881,1.1749,0.977,130.5,0.1686,1,2,5,0.8947,0.8718,11.5326,52.7054217210804
"463","463",1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3440208220673
"464","464",0,0,0,0,659,0,0,0.3259,1,-0.3313,7e-04,-0.4317,-0.1082,0.0554,-0.6061,0.67,5,1.5141,0.7317,0.9683,63,0.2143,1,1,6,-0.5703,0.6298,10.4603,46.9316133082906
"465","465",0,0,0,0,1347,0,0,0.2028,1,0.7812,0.0788,0.7223,-0.0533,-0.7997,-0.7946,0.33,2,1.7302,-1.6823,0.9608,102,0.1618,0.9697,1,7,-0.6684,0.6298,13.2059,52.6822085990494
"466","466",0,0,0,0,319,0,1,0.8824,1,0.1316,-1.7773,0.1103,0.7395,-0.6097,-0.6061,0.58,5,-0.1328,-0.1049,0.6727,55,0.2909,1,0,7,0.4447,-0.2386,5.8,40.8874444398905
"467","467",0,0,0,1,25,0,0,0.6364,1,-0.8342,-0.6512,-0.5176,-1.3615,1.4806,0.7134,0.92,3,-1.2541,-1.6823,1,9,0.2222,1,2,2,-0.4541,-2.1182,2.7778,50.7354656081264
"468","468",0,0,0,0,NA,1,0,NA,1,0.4154,-0.4435,-0.4838,1.8133,-0.7997,-0.782,0.42,3,0.9328,-0.9308,0.9108,106.5,0.1878,0.9,2,3,0.03,-0.4789,NA,39.8532859862794
"469","469",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3626616548679
"470","470",0,1,0,0,879,0,1,0.199,1,-0.3095,-0.1461,-0.1754,0.2668,1.4806,-0.6941,0.58,3,0.068,0.2838,0.8202,89,0.0955,0.8235,1,4,-0.3334,1.2432,9.8764,54.1973365099823
"471","471",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2057275218818
"472","472",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4052234583499
"473","473",0,1,0,0,1708,0,1,0.1695,1,-0.0157,-1.4467,-1.223,0.3471,0.0554,-0.6941,0.58,3,0.5881,0.7237,0.7381,147,0.1599,0.9787,2,7,1.5715,1.1432,11.619,53.1995976339922
"474","474",0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0798680982931
